penalty,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
3073.5052795410156,28.385603666305542,False,,,1,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-54-34,1668743674,28.385603666305542,43459,u110286,172.22.196.137,28.385603666305542,0,1,0.003584623336791992
2857.474609375,1.6242120265960693,False,,,2,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-54-35,1668743675,30.00981569290161,43459,u110286,172.22.196.137,30.00981569290161,0,2,0.003584623336791992
2779.6625061035156,1.6435914039611816,False,,,3,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-54-37,1668743677,31.653407096862793,43459,u110286,172.22.196.137,31.653407096862793,0,3,0.003584623336791992
2704.532516479492,1.750572919845581,False,,,4,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-54-39,1668743679,33.403980016708374,43459,u110286,172.22.196.137,33.403980016708374,0,4,0.003584623336791992
2744.5123748779297,1.7237722873687744,False,,,5,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-54-40,1668743680,35.12775230407715,43459,u110286,172.22.196.137,35.12775230407715,0,5,0.003584623336791992
2799.7612915039062,1.7778816223144531,False,,,6,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-54-42,1668743682,36.9056339263916,43459,u110286,172.22.196.137,36.9056339263916,0,6,0.003584623336791992
2867.428176879883,1.6611649990081787,False,,,7,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-54-44,1668743684,38.56679892539978,43459,u110286,172.22.196.137,38.56679892539978,0,7,0.003584623336791992
2822.196792602539,1.7095115184783936,False,,,8,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-54-46,1668743686,40.276310443878174,43459,u110286,172.22.196.137,40.276310443878174,0,8,0.003584623336791992
2804.9605712890625,1.7648561000823975,False,,,9,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-54-47,1668743687,42.04116654396057,43459,u110286,172.22.196.137,42.04116654396057,0,9,0.003584623336791992
2819.1878509521484,1.6879444122314453,False,,,10,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-54-49,1668743689,43.72911095619202,43459,u110286,172.22.196.137,43.72911095619202,0,10,0.003584623336791992
2900.0709838867188,1.815814733505249,False,,,11,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-54-51,1668743691,45.544925689697266,43459,u110286,172.22.196.137,45.544925689697266,0,11,0.003584623336791992
2910.290496826172,1.7565619945526123,False,,,12,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-54-53,1668743693,47.30148768424988,43459,u110286,172.22.196.137,47.30148768424988,0,12,0.003584623336791992
2937.2156677246094,1.708674669265747,False,,,13,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-54-54,1668743694,49.010162353515625,43459,u110286,172.22.196.137,49.010162353515625,0,13,0.003584623336791992
2901.8075561523438,1.7583558559417725,False,,,14,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-54-56,1668743696,50.7685182094574,43459,u110286,172.22.196.137,50.7685182094574,0,14,0.003584623336791992
2936.1092834472656,1.72416090965271,False,,,15,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-54-58,1668743698,52.49267911911011,43459,u110286,172.22.196.137,52.49267911911011,0,15,0.003584623336791992
2997.3548583984375,1.7638161182403564,False,,,16,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-55-00,1668743700,54.256495237350464,43459,u110286,172.22.196.137,54.256495237350464,0,16,0.003584623336791992
3011.359130859375,1.6429228782653809,False,,,17,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-55-01,1668743701,55.899418115615845,43459,u110286,172.22.196.137,55.899418115615845,0,17,0.003584623336791992
3071.476547241211,1.7991752624511719,False,,,18,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-55-03,1668743703,57.69859337806702,43459,u110286,172.22.196.137,57.69859337806702,0,18,0.003584623336791992
3123.112274169922,1.7715551853179932,False,,,19,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-55-05,1668743705,59.47014856338501,43459,u110286,172.22.196.137,59.47014856338501,0,19,0.003584623336791992
3146.5848388671875,1.665445327758789,False,,,20,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-55-06,1668743706,61.1355938911438,43459,u110286,172.22.196.137,61.1355938911438,0,20,0.003584623336791992
3104.7801513671875,1.7160961627960205,False,,,21,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-55-08,1668743708,62.85169005393982,43459,u110286,172.22.196.137,62.85169005393982,0,21,0.003584623336791992
3136.1681518554688,1.6868066787719727,False,,,22,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-55-10,1668743710,64.53849673271179,43459,u110286,172.22.196.137,64.53849673271179,0,22,0.003584623336791992
3144.555877685547,1.7508339881896973,False,,,23,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-55-12,1668743712,66.28933072090149,43459,u110286,172.22.196.137,66.28933072090149,0,23,0.003584623336791992
3186.187957763672,1.584747552871704,False,,,24,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-55-13,1668743713,67.8740782737732,43459,u110286,172.22.196.137,67.8740782737732,0,24,0.003584623336791992
3169.4629821777344,1.6393842697143555,True,,,25,a34c6_00001,13d7cabda6124a81a77cad2c38434f2e,2022-11-17_22-55-15,1668743715,69.51346254348755,43459,u110286,172.22.196.137,69.51346254348755,0,25,0.003584623336791992
