penalty,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
10000,27.579858779907227,False,,,1,60022_00005,f973c0af60674f0a95c0c62201a883c7,2022-11-17_22-52-40,1668743560,27.579858779907227,39201,u110286,172.22.196.137,27.579858779907227,0,1,0.00400996208190918
10000,0.42890238761901855,False,,,2,60022_00005,f973c0af60674f0a95c0c62201a883c7,2022-11-17_22-52-40,1668743560,28.008761167526245,39201,u110286,172.22.196.137,28.008761167526245,0,2,0.00400996208190918
10000,0.3966388702392578,False,,,3,60022_00005,f973c0af60674f0a95c0c62201a883c7,2022-11-17_22-52-41,1668743561,28.405400037765503,39201,u110286,172.22.196.137,28.405400037765503,0,3,0.00400996208190918
10000,0.40866565704345703,True,,,4,60022_00005,f973c0af60674f0a95c0c62201a883c7,2022-11-17_22-52-41,1668743561,28.81406569480896,39201,u110286,172.22.196.137,28.81406569480896,0,4,0.00400996208190918
