penalty,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
3073.5052795410156,28.206083297729492,False,,,1,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-54-34,1668743674,28.206083297729492,43475,u110286,172.22.196.137,28.206083297729492,0,1,0.0037131309509277344
2857.474609375,1.6757397651672363,False,,,2,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-54-35,1668743675,29.88182306289673,43475,u110286,172.22.196.137,29.88182306289673,0,2,0.0037131309509277344
2779.6625061035156,1.7216806411743164,False,,,3,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-54-37,1668743677,31.603503704071045,43475,u110286,172.22.196.137,31.603503704071045,0,3,0.0037131309509277344
2704.532516479492,1.691850185394287,False,,,4,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-54-39,1668743679,33.29535388946533,43475,u110286,172.22.196.137,33.29535388946533,0,4,0.0037131309509277344
2744.5123748779297,1.6755616664886475,False,,,5,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-54-40,1668743680,34.97091555595398,43475,u110286,172.22.196.137,34.97091555595398,0,5,0.0037131309509277344
2799.7612915039062,1.797372817993164,False,,,6,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-54-42,1668743682,36.768288373947144,43475,u110286,172.22.196.137,36.768288373947144,0,6,0.0037131309509277344
2867.428176879883,1.7368783950805664,False,,,7,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-54-44,1668743684,38.50516676902771,43475,u110286,172.22.196.137,38.50516676902771,0,7,0.0037131309509277344
2822.196792602539,1.6824352741241455,False,,,8,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-54-46,1668743686,40.187602043151855,43475,u110286,172.22.196.137,40.187602043151855,0,8,0.0037131309509277344
2804.9605712890625,1.7741830348968506,False,,,9,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-54-47,1668743687,41.961785078048706,43475,u110286,172.22.196.137,41.961785078048706,0,9,0.0037131309509277344
2819.1878509521484,1.8308138847351074,False,,,10,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-54-49,1668743689,43.79259896278381,43475,u110286,172.22.196.137,43.79259896278381,0,10,0.0037131309509277344
2900.0709838867188,1.7466213703155518,False,,,11,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-54-51,1668743691,45.539220333099365,43475,u110286,172.22.196.137,45.539220333099365,0,11,0.0037131309509277344
2910.290496826172,1.7752182483673096,False,,,12,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-54-53,1668743693,47.314438581466675,43475,u110286,172.22.196.137,47.314438581466675,0,12,0.0037131309509277344
2937.2156677246094,1.7119247913360596,False,,,13,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-54-54,1668743694,49.026363372802734,43475,u110286,172.22.196.137,49.026363372802734,0,13,0.0037131309509277344
2901.8075561523438,1.7016737461090088,False,,,14,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-54-56,1668743696,50.72803711891174,43475,u110286,172.22.196.137,50.72803711891174,0,14,0.0037131309509277344
2936.1092834472656,1.8282463550567627,False,,,15,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-54-58,1668743698,52.556283473968506,43475,u110286,172.22.196.137,52.556283473968506,0,15,0.0037131309509277344
2997.3548583984375,1.6975009441375732,False,,,16,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-55-00,1668743700,54.25378441810608,43475,u110286,172.22.196.137,54.25378441810608,0,16,0.0037131309509277344
3011.359130859375,1.7675797939300537,False,,,17,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-55-01,1668743701,56.02136421203613,43475,u110286,172.22.196.137,56.02136421203613,0,17,0.0037131309509277344
3071.476547241211,1.778423547744751,False,,,18,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-55-03,1668743703,57.799787759780884,43475,u110286,172.22.196.137,57.799787759780884,0,18,0.0037131309509277344
3123.112274169922,1.7303316593170166,False,,,19,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-55-05,1668743705,59.5301194190979,43475,u110286,172.22.196.137,59.5301194190979,0,19,0.0037131309509277344
3146.5848388671875,1.6167070865631104,False,,,20,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-55-06,1668743706,61.14682650566101,43475,u110286,172.22.196.137,61.14682650566101,0,20,0.0037131309509277344
3104.7801513671875,1.6486990451812744,False,,,21,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-55-08,1668743708,62.795525550842285,43475,u110286,172.22.196.137,62.795525550842285,0,21,0.0037131309509277344
3136.1681518554688,1.73183012008667,False,,,22,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-55-10,1668743710,64.52735567092896,43475,u110286,172.22.196.137,64.52735567092896,0,22,0.0037131309509277344
3144.555877685547,1.7150475978851318,False,,,23,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-55-12,1668743712,66.24240326881409,43475,u110286,172.22.196.137,66.24240326881409,0,23,0.0037131309509277344
3186.187957763672,1.6206088066101074,False,,,24,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-55-13,1668743713,67.8630120754242,43475,u110286,172.22.196.137,67.8630120754242,0,24,0.0037131309509277344
3169.4629821777344,1.621384620666504,True,,,25,a34c6_00009,f3432f392be14a0281b2f97093b098d9,2022-11-17_22-55-15,1668743715,69.4843966960907,43475,u110286,172.22.196.137,69.4843966960907,0,25,0.0037131309509277344
