penalty,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
3073.5052795410156,28.27469277381897,False,,,1,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-54-34,1668743674,28.27469277381897,43467,u110286,172.22.196.137,28.27469277381897,0,1,0.0055844783782958984
2857.474609375,1.6836655139923096,False,,,2,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-54-35,1668743675,29.95835828781128,43467,u110286,172.22.196.137,29.95835828781128,0,2,0.0055844783782958984
2779.6625061035156,1.6279253959655762,False,,,3,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-54-37,1668743677,31.586283683776855,43467,u110286,172.22.196.137,31.586283683776855,0,3,0.0055844783782958984
2704.532516479492,1.7058212757110596,False,,,4,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-54-39,1668743679,33.292104959487915,43467,u110286,172.22.196.137,33.292104959487915,0,4,0.0055844783782958984
2744.5123748779297,1.6901860237121582,False,,,5,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-54-40,1668743680,34.98229098320007,43467,u110286,172.22.196.137,34.98229098320007,0,5,0.0055844783782958984
2799.7612915039062,1.679600715637207,False,,,6,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-54-42,1668743682,36.66189169883728,43467,u110286,172.22.196.137,36.66189169883728,0,6,0.0055844783782958984
2867.428176879883,1.7229430675506592,False,,,7,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-54-44,1668743684,38.38483476638794,43467,u110286,172.22.196.137,38.38483476638794,0,7,0.0055844783782958984
2822.196792602539,1.736530065536499,False,,,8,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-54-46,1668743686,40.12136483192444,43467,u110286,172.22.196.137,40.12136483192444,0,8,0.0055844783782958984
2804.9605712890625,1.7993760108947754,False,,,9,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-54-47,1668743687,41.920740842819214,43467,u110286,172.22.196.137,41.920740842819214,0,9,0.0055844783782958984
2819.1878509521484,1.7576839923858643,False,,,10,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-54-49,1668743689,43.67842483520508,43467,u110286,172.22.196.137,43.67842483520508,0,10,0.0055844783782958984
2900.0709838867188,1.7435929775238037,False,,,11,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-54-51,1668743691,45.42201781272888,43467,u110286,172.22.196.137,45.42201781272888,0,11,0.0055844783782958984
2910.290496826172,1.7544240951538086,False,,,12,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-54-53,1668743693,47.17644190788269,43467,u110286,172.22.196.137,47.17644190788269,0,12,0.0055844783782958984
2937.2156677246094,1.7467951774597168,False,,,13,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-54-54,1668743694,48.92323708534241,43467,u110286,172.22.196.137,48.92323708534241,0,13,0.0055844783782958984
2901.8075561523438,1.7422149181365967,False,,,14,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-54-56,1668743696,50.665452003479004,43467,u110286,172.22.196.137,50.665452003479004,0,14,0.0055844783782958984
2936.1092834472656,1.6630651950836182,False,,,15,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-54-58,1668743698,52.32851719856262,43467,u110286,172.22.196.137,52.32851719856262,0,15,0.0055844783782958984
2997.3548583984375,1.6774392127990723,False,,,16,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-54-59,1668743699,54.005956411361694,43467,u110286,172.22.196.137,54.005956411361694,0,16,0.0055844783782958984
3011.359130859375,1.8017299175262451,False,,,17,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-55-01,1668743701,55.80768632888794,43467,u110286,172.22.196.137,55.80768632888794,0,17,0.0055844783782958984
3071.476547241211,1.7627439498901367,False,,,18,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-55-03,1668743703,57.570430278778076,43467,u110286,172.22.196.137,57.570430278778076,0,18,0.0055844783782958984
3123.112274169922,1.7493510246276855,False,,,19,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-55-05,1668743705,59.31978130340576,43467,u110286,172.22.196.137,59.31978130340576,0,19,0.0055844783782958984
3146.5848388671875,1.668997049331665,False,,,20,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-55-06,1668743706,60.98877835273743,43467,u110286,172.22.196.137,60.98877835273743,0,20,0.0055844783782958984
3104.7801513671875,1.767484188079834,False,,,21,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-55-08,1668743708,62.75626254081726,43467,u110286,172.22.196.137,62.75626254081726,0,21,0.0055844783782958984
3136.1681518554688,1.6872406005859375,False,,,22,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-55-10,1668743710,64.4435031414032,43467,u110286,172.22.196.137,64.4435031414032,0,22,0.0055844783782958984
3144.555877685547,1.702838659286499,False,,,23,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-55-12,1668743712,66.1463418006897,43467,u110286,172.22.196.137,66.1463418006897,0,23,0.0055844783782958984
3186.187957763672,1.6237239837646484,False,,,24,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-55-13,1668743713,67.77006578445435,43467,u110286,172.22.196.137,67.77006578445435,0,24,0.0055844783782958984
3169.4629821777344,1.5471274852752686,True,,,25,a34c6_00005,6594ea7d90db484a9fa125018b6ea727,2022-11-17_22-55-15,1668743715,69.31719326972961,43467,u110286,172.22.196.137,69.31719326972961,0,25,0.0055844783782958984
