penalty,loss,acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
3073.5052795410156,2.316187486687248,0.0973630831643002,26.57151699066162,False,,,1,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-55-50,1668786950,26.57151699066162,41578,u110286,172.22.196.137,26.57151699066162,0,1,0.004173994064331055
2857.474609375,2.306904668982082,0.10344827586206896,1.5579159259796143,False,,,2,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-55-51,1668786951,28.129432916641235,41578,u110286,172.22.196.137,28.129432916641235,0,2,0.004173994064331055
2779.6625061035156,2.3054123780790254,0.1075050709939148,1.5093750953674316,False,,,3,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-55-53,1668786953,29.638808012008667,41578,u110286,172.22.196.137,29.638808012008667,0,3,0.004173994064331055
2704.532516479492,2.305669091052506,0.07910750507099391,1.6266894340515137,False,,,4,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-55-54,1668786954,31.26549744606018,41578,u110286,172.22.196.137,31.26549744606018,0,4,0.004173994064331055
2744.5123748779297,2.3120361980028132,0.0872210953346856,1.5335018634796143,False,,,5,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-55-56,1668786956,32.798999309539795,41578,u110286,172.22.196.137,32.798999309539795,0,5,0.004173994064331055
2799.7612915039062,2.3103309872184274,0.0872210953346856,1.6162381172180176,False,,,6,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-55-57,1668786957,34.41523742675781,41578,u110286,172.22.196.137,34.41523742675781,0,6,0.004173994064331055
2867.428176879883,2.314010566920344,0.08316430020283976,1.6308555603027344,False,,,7,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-55-59,1668786959,36.04609298706055,41578,u110286,172.22.196.137,36.04609298706055,0,7,0.004173994064331055
2822.196792602539,2.312087200718042,0.10953346855983773,1.6371607780456543,False,,,8,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-56-01,1668786961,37.6832537651062,41578,u110286,172.22.196.137,37.6832537651062,0,8,0.004173994064331055
2804.9605712890625,2.3167928812711764,0.08924949290060852,1.7432820796966553,False,,,9,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-56-02,1668786962,39.426535844802856,41578,u110286,172.22.196.137,39.426535844802856,0,9,0.004173994064331055
2819.1878509521484,2.317381609284128,0.0973630831643002,1.7026634216308594,False,,,10,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-56-04,1668786964,41.129199266433716,41578,u110286,172.22.196.137,41.129199266433716,0,10,0.004173994064331055
2900.0709838867188,2.3241620663455245,0.09127789046653144,1.6289951801300049,False,,,11,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-56-06,1668786966,42.75819444656372,41578,u110286,172.22.196.137,42.75819444656372,0,11,0.004173994064331055
2910.290496826172,2.331252036181715,0.09533468559837728,1.6198515892028809,False,,,12,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-56-07,1668786967,44.3780460357666,41578,u110286,172.22.196.137,44.3780460357666,0,12,0.004173994064331055
2937.2156677246094,2.3248650664973693,0.09330628803245436,1.581374168395996,False,,,13,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-56-09,1668786969,45.9594202041626,41578,u110286,172.22.196.137,45.9594202041626,0,13,0.004173994064331055
2901.8075561523438,2.3297534743380597,0.09330628803245436,1.4273159503936768,False,,,14,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-56-10,1668786970,47.386736154556274,41578,u110286,172.22.196.137,47.386736154556274,0,14,0.004173994064331055
2936.1092834472656,2.3322501603294823,0.0872210953346856,1.5963966846466064,False,,,15,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-56-12,1668786972,48.98313283920288,41578,u110286,172.22.196.137,48.98313283920288,0,15,0.004173994064331055
2997.3548583984375,2.3379552161234147,0.10141987829614604,1.5386223793029785,False,,,16,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-56-14,1668786974,50.52175521850586,41578,u110286,172.22.196.137,50.52175521850586,0,16,0.004173994064331055
3011.359130859375,2.339628493326431,0.0872210953346856,1.672053337097168,False,,,17,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-56-15,1668786975,52.19380855560303,41578,u110286,172.22.196.137,52.19380855560303,0,17,0.004173994064331055
3071.476547241211,2.3409554092685783,0.09533468559837728,1.7142212390899658,False,,,18,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-56-17,1668786977,53.90802979469299,41578,u110286,172.22.196.137,53.90802979469299,0,18,0.004173994064331055
3123.112274169922,2.3555044615244527,0.08924949290060852,1.7667784690856934,False,,,19,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-56-19,1668786979,55.67480826377869,41578,u110286,172.22.196.137,55.67480826377869,0,19,0.004173994064331055
3146.5848388671875,2.343715360633742,0.08519269776876268,1.679372787475586,False,,,20,66cc9_00002,9ee939227c344e2181d87b8b5042e7b9,2022-11-18_10-56-20,1668786980,57.35418105125427,41578,u110286,172.22.196.137,57.35418105125427,0,20,0.004173994064331055
