penalty,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
10000,26.03007674217224,False,,,1,b8343_00000,6f96b745341849a78d15d59b55e88165,2022-11-17_22-47-55,1668743275,26.03007674217224,31162,u110286,172.22.196.137,26.03007674217224,0,1,0.004204988479614258
