penalty,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
3073.5052795410156,28.08696174621582,False,,,1,a34c6_00006,468e1c4e9c8f417389aa7eb7d2a47468,2022-11-17_22-54-33,1668743673,28.08696174621582,43469,u110286,172.22.196.137,28.08696174621582,0,1,0.003731966018676758
2857.474609375,1.729604959487915,False,,,2,a34c6_00006,468e1c4e9c8f417389aa7eb7d2a47468,2022-11-17_22-54-35,1668743675,29.816566705703735,43469,u110286,172.22.196.137,29.816566705703735,0,2,0.003731966018676758
2779.6625061035156,1.7190701961517334,False,,,3,a34c6_00006,468e1c4e9c8f417389aa7eb7d2a47468,2022-11-17_22-54-37,1668743677,31.53563690185547,43469,u110286,172.22.196.137,31.53563690185547,0,3,0.003731966018676758
2704.532516479492,1.727330207824707,False,,,4,a34c6_00006,468e1c4e9c8f417389aa7eb7d2a47468,2022-11-17_22-54-39,1668743679,33.262967109680176,43469,u110286,172.22.196.137,33.262967109680176,0,4,0.003731966018676758
2744.5123748779297,1.7299818992614746,False,,,5,a34c6_00006,468e1c4e9c8f417389aa7eb7d2a47468,2022-11-17_22-54-40,1668743680,34.99294900894165,43469,u110286,172.22.196.137,34.99294900894165,0,5,0.003731966018676758
2799.7612915039062,1.6706950664520264,False,,,6,a34c6_00006,468e1c4e9c8f417389aa7eb7d2a47468,2022-11-17_22-54-42,1668743682,36.66364407539368,43469,u110286,172.22.196.137,36.66364407539368,0,6,0.003731966018676758
2867.428176879883,1.7519347667694092,False,,,7,a34c6_00006,468e1c4e9c8f417389aa7eb7d2a47468,2022-11-17_22-54-44,1668743684,38.415578842163086,43469,u110286,172.22.196.137,38.415578842163086,0,7,0.003731966018676758
2822.196792602539,1.7703666687011719,False,,,8,a34c6_00006,468e1c4e9c8f417389aa7eb7d2a47468,2022-11-17_22-54-45,1668743685,40.18594551086426,43469,u110286,172.22.196.137,40.18594551086426,0,8,0.003731966018676758
2804.9605712890625,1.7889420986175537,False,,,9,a34c6_00006,468e1c4e9c8f417389aa7eb7d2a47468,2022-11-17_22-54-47,1668743687,41.97488760948181,43469,u110286,172.22.196.137,41.97488760948181,0,9,0.003731966018676758
2819.1878509521484,1.7011475563049316,False,,,10,a34c6_00006,468e1c4e9c8f417389aa7eb7d2a47468,2022-11-17_22-54-49,1668743689,43.67603516578674,43469,u110286,172.22.196.137,43.67603516578674,0,10,0.003731966018676758
2900.0709838867188,1.708033561706543,False,,,11,a34c6_00006,468e1c4e9c8f417389aa7eb7d2a47468,2022-11-17_22-54-51,1668743691,45.384068727493286,43469,u110286,172.22.196.137,45.384068727493286,0,11,0.003731966018676758
2910.290496826172,1.752765417098999,False,,,12,a34c6_00006,468e1c4e9c8f417389aa7eb7d2a47468,2022-11-17_22-54-52,1668743692,47.136834144592285,43469,u110286,172.22.196.137,47.136834144592285,0,12,0.003731966018676758
2937.2156677246094,1.6692075729370117,False,,,13,a34c6_00006,468e1c4e9c8f417389aa7eb7d2a47468,2022-11-17_22-54-54,1668743694,48.8060417175293,43469,u110286,172.22.196.137,48.8060417175293,0,13,0.003731966018676758
2901.8075561523438,1.6409080028533936,False,,,14,a34c6_00006,468e1c4e9c8f417389aa7eb7d2a47468,2022-11-17_22-54-56,1668743696,50.44694972038269,43469,u110286,172.22.196.137,50.44694972038269,0,14,0.003731966018676758
