penalty,loss,acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
3073.5052795410156,2.316187486687248,0.0973630831643002,30.710880517959595,False,,,1,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-23,1668744563,30.710880517959595,13358,u110286,172.22.196.137,30.710880517959595,0,1,0.004347324371337891
2857.474609375,2.306904668982082,0.10344827586206896,1.8375754356384277,False,,,2,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-25,1668744565,32.54845595359802,13358,u110286,172.22.196.137,32.54845595359802,0,2,0.004347324371337891
2779.6625061035156,2.3054123780790254,0.1075050709939148,1.8165748119354248,False,,,3,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-27,1668744567,34.36503076553345,13358,u110286,172.22.196.137,34.36503076553345,0,3,0.004347324371337891
2704.532516479492,2.305669091052506,0.07910750507099391,1.819394826889038,False,,,4,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-29,1668744569,36.184425592422485,13358,u110286,172.22.196.137,36.184425592422485,0,4,0.004347324371337891
2744.5123748779297,2.3120361980028132,0.0872210953346856,1.803701639175415,False,,,5,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-30,1668744570,37.9881272315979,13358,u110286,172.22.196.137,37.9881272315979,0,5,0.004347324371337891
2799.7612915039062,2.3103309872184274,0.0872210953346856,1.8618671894073486,False,,,6,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-32,1668744572,39.84999442100525,13358,u110286,172.22.196.137,39.84999442100525,0,6,0.004347324371337891
2867.428176879883,2.314010566920344,0.08316430020283976,1.820551872253418,False,,,7,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-34,1668744574,41.67054629325867,13358,u110286,172.22.196.137,41.67054629325867,0,7,0.004347324371337891
2822.196792602539,2.312087200718042,0.10953346855983773,1.8718805313110352,False,,,8,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-36,1668744576,43.5424268245697,13358,u110286,172.22.196.137,43.5424268245697,0,8,0.004347324371337891
2804.9605712890625,2.3167928812711764,0.08924949290060852,1.8197243213653564,False,,,9,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-38,1668744578,45.36215114593506,13358,u110286,172.22.196.137,45.36215114593506,0,9,0.004347324371337891
2819.1878509521484,2.317381609284128,0.0973630831643002,1.804015874862671,False,,,10,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-40,1668744580,47.16616702079773,13358,u110286,172.22.196.137,47.16616702079773,0,10,0.004347324371337891
2900.0709838867188,2.3241620663455245,0.09127789046653144,1.9031367301940918,False,,,11,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-42,1668744582,49.06930375099182,13358,u110286,172.22.196.137,49.06930375099182,0,11,0.004347324371337891
2910.290496826172,2.331252036181715,0.09533468559837728,1.8416099548339844,False,,,12,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-43,1668744583,50.910913705825806,13358,u110286,172.22.196.137,50.910913705825806,0,12,0.004347324371337891
2937.2156677246094,2.3248650664973693,0.09330628803245436,1.872976541519165,False,,,13,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-45,1668744585,52.78389024734497,13358,u110286,172.22.196.137,52.78389024734497,0,13,0.004347324371337891
2901.8075561523438,2.3297534743380597,0.09330628803245436,1.8702876567840576,False,,,14,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-47,1668744587,54.65417790412903,13358,u110286,172.22.196.137,54.65417790412903,0,14,0.004347324371337891
2936.1092834472656,2.3322501603294823,0.0872210953346856,1.9095044136047363,False,,,15,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-49,1668744589,56.563682317733765,13358,u110286,172.22.196.137,56.563682317733765,0,15,0.004347324371337891
2997.3548583984375,2.3379552161234147,0.10141987829614604,1.8221580982208252,False,,,16,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-51,1668744591,58.38584041595459,13358,u110286,172.22.196.137,58.38584041595459,0,16,0.004347324371337891
3011.359130859375,2.339628493326431,0.0872210953346856,1.7913570404052734,False,,,17,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-53,1668744593,60.17719745635986,13358,u110286,172.22.196.137,60.17719745635986,0,17,0.004347324371337891
3071.476547241211,2.3409554092685783,0.09533468559837728,1.8550302982330322,False,,,18,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-54,1668744594,62.032227754592896,13358,u110286,172.22.196.137,62.032227754592896,0,18,0.004347324371337891
3123.112274169922,2.3555044615244527,0.08924949290060852,1.8174009323120117,False,,,19,b3f4b_00005,4d1d9f31cfc34096a15df10aa6a4bdc7,2022-11-17_23-09-56,1668744596,63.84962868690491,13358,u110286,172.22.196.137,63.84962868690491,0,19,0.004347324371337891
