penalty,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
3073.5052795410156,28.444603443145752,False,,,1,a34c6_00007,cedc15650c774ee59c86331e2cbc14c3,2022-11-17_22-54-34,1668743674,28.444603443145752,43471,u110286,172.22.196.137,28.444603443145752,0,1,0.005536556243896484
2857.474609375,1.7689197063446045,False,,,2,a34c6_00007,cedc15650c774ee59c86331e2cbc14c3,2022-11-17_22-54-36,1668743676,30.213523149490356,43471,u110286,172.22.196.137,30.213523149490356,0,2,0.005536556243896484
2779.6625061035156,1.6922264099121094,False,,,3,a34c6_00007,cedc15650c774ee59c86331e2cbc14c3,2022-11-17_22-54-37,1668743677,31.905749559402466,43471,u110286,172.22.196.137,31.905749559402466,0,3,0.005536556243896484
2704.532516479492,1.7092595100402832,False,,,4,a34c6_00007,cedc15650c774ee59c86331e2cbc14c3,2022-11-17_22-54-39,1668743679,33.61500906944275,43471,u110286,172.22.196.137,33.61500906944275,0,4,0.005536556243896484
2744.5123748779297,1.7428340911865234,False,,,5,a34c6_00007,cedc15650c774ee59c86331e2cbc14c3,2022-11-17_22-54-41,1668743681,35.35784316062927,43471,u110286,172.22.196.137,35.35784316062927,0,5,0.005536556243896484
2799.7612915039062,1.6998579502105713,False,,,6,a34c6_00007,cedc15650c774ee59c86331e2cbc14c3,2022-11-17_22-54-42,1668743682,37.057701110839844,43471,u110286,172.22.196.137,37.057701110839844,0,6,0.005536556243896484
2867.428176879883,1.7477076053619385,False,,,7,a34c6_00007,cedc15650c774ee59c86331e2cbc14c3,2022-11-17_22-54-44,1668743684,38.80540871620178,43471,u110286,172.22.196.137,38.80540871620178,0,7,0.005536556243896484
2822.196792602539,1.8026957511901855,False,,,8,a34c6_00007,cedc15650c774ee59c86331e2cbc14c3,2022-11-17_22-54-46,1668743686,40.60810446739197,43471,u110286,172.22.196.137,40.60810446739197,0,8,0.005536556243896484
2804.9605712890625,1.7820072174072266,False,,,9,a34c6_00007,cedc15650c774ee59c86331e2cbc14c3,2022-11-17_22-54-48,1668743688,42.390111684799194,43471,u110286,172.22.196.137,42.390111684799194,0,9,0.005536556243896484
2819.1878509521484,1.7609567642211914,False,,,10,a34c6_00007,cedc15650c774ee59c86331e2cbc14c3,2022-11-17_22-54-50,1668743690,44.151068449020386,43471,u110286,172.22.196.137,44.151068449020386,0,10,0.005536556243896484
