penalty,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
3073.5052795410156,28.013976097106934,False,,,1,a34c6_00004,1d4c0bc261ab45bf886dc6b9dd5b9abc,2022-11-17_22-54-33,1668743673,28.013976097106934,43465,u110286,172.22.196.137,28.013976097106934,0,1,0.0030574798583984375
2857.474609375,1.6481797695159912,False,,,2,a34c6_00004,1d4c0bc261ab45bf886dc6b9dd5b9abc,2022-11-17_22-54-35,1668743675,29.662155866622925,43465,u110286,172.22.196.137,29.662155866622925,0,2,0.0030574798583984375
2779.6625061035156,1.7093486785888672,False,,,3,a34c6_00004,1d4c0bc261ab45bf886dc6b9dd5b9abc,2022-11-17_22-54-37,1668743677,31.371504545211792,43465,u110286,172.22.196.137,31.371504545211792,0,3,0.0030574798583984375
2704.532516479492,1.6993427276611328,False,,,4,a34c6_00004,1d4c0bc261ab45bf886dc6b9dd5b9abc,2022-11-17_22-54-38,1668743678,33.070847272872925,43465,u110286,172.22.196.137,33.070847272872925,0,4,0.0030574798583984375
2744.5123748779297,1.6756410598754883,False,,,5,a34c6_00004,1d4c0bc261ab45bf886dc6b9dd5b9abc,2022-11-17_22-54-40,1668743680,34.74648833274841,43465,u110286,172.22.196.137,34.74648833274841,0,5,0.0030574798583984375
2799.7612915039062,1.5337026119232178,False,,,6,a34c6_00004,1d4c0bc261ab45bf886dc6b9dd5b9abc,2022-11-17_22-54-42,1668743682,36.28019094467163,43465,u110286,172.22.196.137,36.28019094467163,0,6,0.0030574798583984375
2867.428176879883,1.5931885242462158,False,,,7,a34c6_00004,1d4c0bc261ab45bf886dc6b9dd5b9abc,2022-11-17_22-54-43,1668743683,37.87337946891785,43465,u110286,172.22.196.137,37.87337946891785,0,7,0.0030574798583984375
2822.196792602539,1.6213815212249756,False,,,8,a34c6_00004,1d4c0bc261ab45bf886dc6b9dd5b9abc,2022-11-17_22-54-45,1668743685,39.49476099014282,43465,u110286,172.22.196.137,39.49476099014282,0,8,0.0030574798583984375
2804.9605712890625,1.6100995540618896,False,,,9,a34c6_00004,1d4c0bc261ab45bf886dc6b9dd5b9abc,2022-11-17_22-54-46,1668743686,41.10486054420471,43465,u110286,172.22.196.137,41.10486054420471,0,9,0.0030574798583984375
2819.1878509521484,1.634079933166504,False,,,10,a34c6_00004,1d4c0bc261ab45bf886dc6b9dd5b9abc,2022-11-17_22-54-48,1668743688,42.738940477371216,43465,u110286,172.22.196.137,42.738940477371216,0,10,0.0030574798583984375
2900.0709838867188,1.5508143901824951,False,,,11,a34c6_00004,1d4c0bc261ab45bf886dc6b9dd5b9abc,2022-11-17_22-54-50,1668743690,44.28975486755371,43465,u110286,172.22.196.137,44.28975486755371,0,11,0.0030574798583984375
2910.290496826172,1.678131341934204,False,,,12,a34c6_00004,1d4c0bc261ab45bf886dc6b9dd5b9abc,2022-11-17_22-54-51,1668743691,45.967886209487915,43465,u110286,172.22.196.137,45.967886209487915,0,12,0.0030574798583984375
2937.2156677246094,1.5854921340942383,False,,,13,a34c6_00004,1d4c0bc261ab45bf886dc6b9dd5b9abc,2022-11-17_22-54-53,1668743693,47.55337834358215,43465,u110286,172.22.196.137,47.55337834358215,0,13,0.0030574798583984375
